Date,Category,Subcategory,Amount,Type,Payment_Method,City,Merchant,Notes,Year,Month,Month_Num,Quarter,Weekday,Day,Weekend_Flag,Expense_Bucket
2025-03-31 04:39:18,Rent,Hostel Rent,21409.37,Expense,Net Banking,Delhi,Ola,Hostel Rent payment via Net Banking,2025,March,3,Q1,Monday,31,Weekday,High
2025-03-31 10:21:30,Health,Gym,4283.33,Expense,Credit Card,Bengaluru,BookMyShow,Gym payment via Credit Card,2025,March,3,Q1,Monday,31,Weekday,High
2025-03-31 12:21:42,Savings,Emergency Fund,10555.89,Expense,Cash,Bengaluru,Flipkart,Emergency Fund payment via Cash,2025,March,3,Q1,Monday,31,Weekday,High
2025-03-31 14:02:21,Education,Exam Fee,10011.01,Expense,Debit Card,Delhi,DMart,Exam Fee payment via Debit Card,2025,March,3,Q1,Monday,31,Weekday,High
2025-03-31 18:46:42,Health,Medicine,8210.26,Expense,Net Banking,Delhi,Apollo,Medicine payment via Net Banking,2025,March,3,Q1,Monday,31,Weekday,High
2025-04-01 05:38:44,Travel,Bus,2044.6,Expense,Credit Card,Mumbai,Ola,Bus payment via Credit Card,2025,April,4,Q2,Tuesday,1,Weekday,Medium
2025-04-01 14:18:14,Health,Insurance,1275.71,Expense,Credit Card,Kolkata,Big Bazaar,Insurance payment via Credit Card,2025,April,4,Q2,Tuesday,1,Weekday,Medium
2025-04-02 07:02:19,Health,Gym,6469.45,Expense,Upi,Mumbai,Ola,Gym payment via UPI,2025,April,4,Q2,Wednesday,2,Weekday,High
2025-04-02 07:02:19,Shopping,Accessories,824.79,Expense,Upi,Pune,Local Store,Accessories payment via UPI,2025,April,4,Q2,Wednesday,2,Weekday,Medium
2025-04-02 07:02:19,Education,Books,11902.7,Expense,Cash,Kolkata,Zomato,Books payment via Cash,2025,April,4,Q2,Wednesday,2,Weekday,High
2025-04-02 11:34:29,Travel,Train,1832.97,Expense,Net Banking,Delhi,Zomato,Train payment via Net Banking,2025,April,4,Q2,Wednesday,2,Weekday,Medium
2025-04-03 05:16:41,Rent,Hostel Rent,17341.79,Expense,Net Banking,Pune,BookMyShow,Hostel Rent payment via Net Banking,2025,April,4,Q2,Thursday,3,Weekday,High
2025-04-03 06:16:19,Education,Books,2301.19,Expense,Upi,Pune,Swiggy,Books payment via UPI,2025,April,4,Q2,Thursday,3,Weekday,Medium
2025-04-03 09:37:21,Food,Coffee,336.69,Expense,Net Banking,Bengaluru,Big Bazaar,Coffee payment via Net Banking,2025,April,4,Q2,Thursday,3,Weekday,Low
2025-04-03 14:38:02,Health,Doctor,5532.62,Expense,Net Banking,Pune,Zomato,Doctor payment via Net Banking,2025,April,4,Q2,Thursday,3,Weekday,High
2025-04-04 01:36:19,Bills,Mobile Recharge,4371.78,Expense,Upi,Kolkata,BookMyShow,Mobile Recharge payment via UPI,2025,April,4,Q2,Friday,4,Weekday,High
2025-04-04 07:07:13,Entertainment,Games,4303.98,Expense,Upi,Mumbai,Flipkart,Games payment via UPI,2025,April,4,Q2,Friday,4,Weekday,High
2025-04-04 13:18:43,Travel,Train,1841.78,Expense,Cash,Kolkata,Amazon,Train payment via Cash,2025,April,4,Q2,Friday,4,Weekday,Medium
2025-04-04 21:21:14,Rent,House Rent,9619.45,Expense,Upi,Delhi,Uber,House Rent payment via UPI,2025,April,4,Q2,Friday,4,Weekday,High
2025-04-04 21:21:14,Savings,Emergency Fund,10111.47,Expense,Net Banking,Bengaluru,Big Bazaar,Emergency Fund payment via Net Banking,2025,April,4,Q2,Friday,4,Weekday,High
2025-04-05 22:58:18,Education,Course,3430.44,Expense,Upi,Kolkata,Ola,Course payment via UPI,2025,April,4,Q2,Saturday,5,Weekend,High
2025-04-05 22:58:18,Travel,Cab,3620.22,Expense,Upi,Mumbai,Apollo,Cab payment via UPI,2025,April,4,Q2,Saturday,5,Weekend,High
2025-04-06 02:35:16,Shopping,Electronics,2870.57,Expense,Cash,Mumbai,DMart,Electronics payment via Cash,2025,April,4,Q2,Sunday,6,Weekend,Medium
2025-04-06 02:35:16,Savings,Emergency Fund,5186.32,Expense,Credit Card,Pune,Uber,Emergency Fund payment via Credit Card,2025,April,4,Q2,Sunday,6,Weekend,High
2025-04-06 11:02:32,Rent,House Rent,21264.17,Expense,Debit Card,Bengaluru,Big Bazaar,House Rent payment via Debit Card,2025,April,4,Q2,Sunday,6,Weekend,High
2025-04-06 11:02:32,Education,Exam Fee,1520.49,Expense,Net Banking,Mumbai,Big Bazaar,Exam Fee payment via Net Banking,2025,April,4,Q2,Sunday,6,Weekend,Medium
2025-04-06 18:00:41,Education,Stationery,2699.11,Expense,Debit Card,Mumbai,Swiggy,Stationery payment via Debit Card,2025,April,4,Q2,Sunday,6,Weekend,Medium
2025-04-06 18:00:41,Entertainment,Ott,3928.32,Expense,Credit Card,Kolkata,Swiggy,OTT payment via Credit Card,2025,April,4,Q2,Sunday,6,Weekend,High
2025-04-06 23:18:43,Food,Dining Out,1195.47,Expense,Cash,Mumbai,Zomato,Dining Out payment via Cash,2025,April,4,Q2,Sunday,6,Weekend,Medium
2025-04-06 23:18:43,Entertainment,Movies,1951.2,Expense,Net Banking,Delhi,Apollo,Movies payment via Net Banking,2025,April,4,Q2,Sunday,6,Weekend,Medium
2025-04-07 03:21:01,Salary,Internship Stipend,26620.4,Income,Net Banking,Delhi,Amazon,Internship Stipend payment via Net Banking,2025,April,4,Q2,Monday,7,Weekday,High
2025-04-07 03:21:01,Shopping,Accessories,3316.01,Expense,Cash,Mumbai,Big Bazaar,Accessories payment via Cash,2025,April,4,Q2,Monday,7,Weekday,High
2025-04-07 05:49:50,Savings,Fixed Deposit,6732.75,Expense,Upi,Mumbai,Swiggy,Fixed Deposit payment via UPI,2025,April,4,Q2,Monday,7,Weekday,High
2025-04-07 05:49:50,Bills,Internet,4853.18,Expense,Upi,Mumbai,BookMyShow,Internet payment via UPI,2025,April,4,Q2,Monday,7,Weekday,High
2025-04-07 08:08:55,Salary,Freelance,53390.77,Income,Upi,Bengaluru,Flipkart,Freelance payment via UPI,2025,April,4,Q2,Monday,7,Weekday,High
2025-04-07 08:08:55,Food,Coffee,1239.35,Expense,Debit Card,Mumbai,Apollo,Coffee payment via Debit Card,2025,April,4,Q2,Monday,7,Weekday,Medium
2025-04-07 17:39:16,Education,Books,6791.72,Expense,Cash,Delhi,BookMyShow,Books payment via Cash,2025,April,4,Q2,Monday,7,Weekday,High
2025-04-07 22:35:41,Food,Groceries,449.16,Expense,Net Banking,Pune,Uber,Groceries payment via Net Banking,2025,April,4,Q2,Monday,7,Weekday,Low
2025-04-08 20:29:21,Entertainment,Concert,3268.66,Expense,Upi,Delhi,BookMyShow,Concert payment via UPI,2025,April,4,Q2,Tuesday,8,Weekday,High
2025-04-08 23:18:05,Savings,Investment,5176.66,Expense,Debit Card,Bengaluru,BookMyShow,Investment payment via Debit Card,2025,April,4,Q2,Tuesday,8,Weekday,High
2025-04-08 23:18:05,Shopping,Books,6811.97,Expense,Cash,Kolkata,Big Bazaar,Books payment via Cash,2025,April,4,Q2,Tuesday,8,Weekday,High
2025-04-09 00:44:32,Rent,Pg Rent,10648.65,Expense,Debit Card,Mumbai,Flipkart,PG Rent payment via Debit Card,2025,April,4,Q2,Wednesday,9,Weekday,High
2025-04-09 09:30:24,Shopping,Books,863.78,Expense,Debit Card,Bengaluru,Uber,Books payment via Debit Card,2025,April,4,Q2,Wednesday,9,Weekday,Medium
2025-04-09 10:11:42,Shopping,Books,5204.44,Expense,Cash,Mumbai,Zomato,Books payment via Cash,2025,April,4,Q2,Wednesday,9,Weekday,High
2025-04-09 13:11:56,Travel,Cab,3966.16,Expense,Cash,Bengaluru,DMart,Cab payment via Cash,2025,April,4,Q2,Wednesday,9,Weekday,High
2025-04-09 13:49:59,Rent,House Rent,14884.8,Expense,Net Banking,Delhi,Swiggy,House Rent payment via Net Banking,2025,April,4,Q2,Wednesday,9,Weekday,High
2025-04-09 19:12:06,Bills,Electricity,3867.38,Expense,Cash,Pune,Big Bazaar,Electricity payment via Cash,2025,April,4,Q2,Wednesday,9,Weekday,High
2025-04-10 08:49:37,Travel,Bus,121.86,Expense,Cash,Kolkata,Uber,Bus payment via Cash,2025,April,4,Q2,Thursday,10,Weekday,Low
2025-04-10 16:04:34,Salary,Internship Stipend,56393.5,Income,Cash,Kolkata,Apollo,Internship Stipend payment via Cash,2025,April,4,Q2,Thursday,10,Weekday,High
2025-04-11 14:54:30,Health,Medicine,8866.53,Expense,Upi,Bengaluru,Uber,Medicine payment via UPI,2025,April,4,Q2,Friday,11,Weekday,High
2025-04-11 17:53:54,Savings,Fixed Deposit,6416.29,Expense,Credit Card,Bengaluru,BookMyShow,Fixed Deposit payment via Credit Card,2025,April,4,Q2,Friday,11,Weekday,High
2025-04-12 11:25:00,Travel,Flight,6252.69,Expense,Debit Card,Delhi,Big Bazaar,Flight payment via Debit Card,2025,April,4,Q2,Saturday,12,Weekend,High
2025-04-12 13:22:13,Shopping,Electronics,2239.27,Expense,Credit Card,Delhi,Swiggy,Electronics payment via Credit Card,2025,April,4,Q2,Saturday,12,Weekend,Medium
2025-04-13 10:17:31,Health,Medicine,6634.1,Expense,Credit Card,Kolkata,Apollo,Medicine payment via Credit Card,2025,April,4,Q2,Sunday,13,Weekend,High
2025-04-14 09:54:05,Bills,Internet,1721.6,Expense,Net Banking,Pune,Uber,Internet payment via Net Banking,2025,April,4,Q2,Monday,14,Weekday,Medium
2025-04-15 09:14:33,Travel,Cab,4834.36,Expense,Credit Card,Delhi,BookMyShow,Cab payment via Credit Card,2025,April,4,Q2,Tuesday,15,Weekday,High
2025-04-15 09:14:33,Savings,Emergency Fund,7406.67,Expense,Net Banking,Delhi,Apollo,Emergency Fund payment via Net Banking,2025,April,4,Q2,Tuesday,15,Weekday,High
2025-04-15 19:50:14,Food,Groceries,466.24,Expense,Debit Card,Bengaluru,BookMyShow,Groceries payment via Debit Card,2025,April,4,Q2,Tuesday,15,Weekday,Low
2025-04-16 01:49:12,Education,Stationery,11299.31,Expense,Credit Card,Bengaluru,Ola,Stationery payment via Credit Card,2025,April,4,Q2,Wednesday,16,Weekday,High
2025-04-16 01:49:12,Food,Dining Out,1162.13,Expense,Debit Card,Kolkata,DMart,Dining Out payment via Debit Card,2025,April,4,Q2,Wednesday,16,Weekday,Medium
2025-04-16 16:49:42,Travel,Flight,2023.89,Expense,Upi,Delhi,Uber,Flight payment via UPI,2025,April,4,Q2,Wednesday,16,Weekday,Medium
2025-04-16 16:49:42,Travel,Cab,1446.59,Expense,Debit Card,Pune,Flipkart,Cab payment via Debit Card,2025,April,4,Q2,Wednesday,16,Weekday,Medium
2025-04-16 18:14:42,Salary,Internship Stipend,42833.72,Income,Debit Card,Delhi,Big Bazaar,Internship Stipend payment via Debit Card,2025,April,4,Q2,Wednesday,16,Weekday,High
2025-04-17 12:35:39,Health,Gym,8879.94,Expense,Net Banking,Delhi,Swiggy,Gym payment via Net Banking,2025,April,4,Q2,Thursday,17,Weekday,High
2025-04-18 02:25:17,Shopping,Accessories,4208.38,Expense,Cash,Kolkata,Ola,Accessories payment via Cash,2025,April,4,Q2,Friday,18,Weekday,High
2025-04-18 02:25:17,Travel,Flight,1253.99,Expense,Upi,Delhi,Swiggy,Flight payment via UPI,2025,April,4,Q2,Friday,18,Weekday,Medium
2025-04-18 02:25:17,Rent,Hostel Rent,11666.0,Expense,Credit Card,Mumbai,Big Bazaar,Hostel Rent payment via Credit Card,2025,April,4,Q2,Friday,18,Weekday,High
2025-04-18 15:43:54,Entertainment,Ott,2512.6,Expense,Credit Card,Mumbai,BookMyShow,OTT payment via Credit Card,2025,April,4,Q2,Friday,18,Weekday,Medium
2025-04-18 16:54:08,Savings,Investment,4398.28,Expense,Debit Card,Delhi,BookMyShow,Investment payment via Debit Card,2025,April,4,Q2,Friday,18,Weekday,High
2025-04-18 16:54:08,Rent,Hostel Rent,21226.81,Expense,Credit Card,Mumbai,Big Bazaar,Hostel Rent payment via Credit Card,2025,April,4,Q2,Friday,18,Weekday,High
2025-04-18 17:02:47,Bills,Water,4214.2,Expense,Cash,Pune,Local Store,Water payment via Cash,2025,April,4,Q2,Friday,18,Weekday,High
2025-04-19 20:40:34,Bills,Internet,273.9,Expense,Upi,Pune,Amazon,Internet payment via UPI,2025,April,4,Q2,Saturday,19,Weekend,Low
2025-04-19 20:40:34,Entertainment,Games,1775.17,Expense,Credit Card,Kolkata,Flipkart,Games payment via Credit Card,2025,April,4,Q2,Saturday,19,Weekend,Medium
2025-04-19 23:51:03,Salary,Freelance,37891.14,Income,Upi,Mumbai,Flipkart,Freelance payment via UPI,2025,April,4,Q2,Saturday,19,Weekend,High
2025-04-20 09:22:17,Savings,Fixed Deposit,4390.93,Expense,Debit Card,Delhi,Zomato,Fixed Deposit payment via Debit Card,2025,April,4,Q2,Sunday,20,Weekend,High
2025-04-21 12:42:45,Health,Gym,7800.6,Expense,Credit Card,Delhi,BookMyShow,Gym payment via Credit Card,2025,April,4,Q2,Monday,21,Weekday,High
2025-04-22 03:14:43,Health,Doctor,8394.86,Expense,Cash,Bengaluru,Amazon,Doctor payment via Cash,2025,April,4,Q2,Tuesday,22,Weekday,High
2025-04-22 06:21:13,Health,Doctor,1204.24,Expense,Debit Card,Bengaluru,Flipkart,Doctor payment via Debit Card,2025,April,4,Q2,Tuesday,22,Weekday,Medium
2025-04-23 07:11:41,Rent,Hostel Rent,12388.08,Expense,Net Banking,Kolkata,Apollo,Hostel Rent payment via Net Banking,2025,April,4,Q2,Wednesday,23,Weekday,High
2025-04-23 07:11:41,Travel,Cab,5782.38,Expense,Net Banking,Pune,Flipkart,Cab payment via Net Banking,2025,April,4,Q2,Wednesday,23,Weekday,High
2025-04-23 07:11:41,Health,Medicine,9354.04,Expense,Debit Card,Bengaluru,Uber,Medicine payment via Debit Card,2025,April,4,Q2,Wednesday,23,Weekday,High
2025-04-23 07:11:41,Shopping,Books,1372.88,Expense,Cash,Kolkata,Apollo,Books payment via Cash,2025,April,4,Q2,Wednesday,23,Weekday,Medium
2025-04-23 18:10:57,Savings,Investment,9477.26,Expense,Credit Card,Mumbai,Ola,Investment payment via Credit Card,2025,April,4,Q2,Wednesday,23,Weekday,High
2025-04-23 18:10:57,Salary,Freelance,41110.28,Income,Debit Card,Delhi,Flipkart,Freelance payment via Debit Card,2025,April,4,Q2,Wednesday,23,Weekday,High
2025-04-23 18:10:57,Savings,Fixed Deposit,12680.27,Expense,Debit Card,Mumbai,Zomato,Fixed Deposit payment via Debit Card,2025,April,4,Q2,Wednesday,23,Weekday,High
2025-04-23 20:10:36,Shopping,Electronics,6062.66,Expense,Credit Card,Pune,Zomato,Electronics payment via Credit Card,2025,April,4,Q2,Wednesday,23,Weekday,High
2025-04-24 05:57:13,Shopping,Books,6785.32,Expense,Net Banking,Bengaluru,Swiggy,Books payment via Net Banking,2025,April,4,Q2,Thursday,24,Weekday,High
2025-04-24 08:11:52,Entertainment,Movies,2130.9,Expense,Net Banking,Kolkata,Local Store,Movies payment via Net Banking,2025,April,4,Q2,Thursday,24,Weekday,Medium
2025-04-24 11:03:25,Travel,Train,1386.54,Expense,Debit Card,Pune,Flipkart,Train payment via Debit Card,2025,April,4,Q2,Thursday,24,Weekday,Medium
2025-04-24 18:06:06,Salary,Internship Stipend,20484.58,Income,Cash,Delhi,Swiggy,Internship Stipend payment via Cash,2025,April,4,Q2,Thursday,24,Weekday,High
2025-04-24 18:06:06,Education,Stationery,3514.08,Expense,Debit Card,Kolkata,Big Bazaar,Stationery payment via Debit Card,2025,April,4,Q2,Thursday,24,Weekday,High
2025-04-25 16:41:49,Bills,Internet,401.37,Expense,Upi,Delhi,Big Bazaar,Internet payment via UPI,2025,April,4,Q2,Friday,25,Weekday,Low
2025-04-25 20:09:52,Entertainment,Movies,3207.3,Expense,Cash,Mumbai,Local Store,Movies payment via Cash,2025,April,4,Q2,Friday,25,Weekday,High
2025-04-26 16:02:06,Education,Books,10087.66,Expense,Debit Card,Bengaluru,Zomato,Books payment via Debit Card,2025,April,4,Q2,Saturday,26,Weekend,High
2025-04-26 16:02:06,Bills,Mobile Recharge,3708.85,Expense,Upi,Mumbai,Zomato,Mobile Recharge payment via UPI,2025,April,4,Q2,Saturday,26,Weekend,High
2025-04-26 22:19:49,Travel,Bus,3370.45,Expense,Upi,Kolkata,Big Bazaar,Bus payment via UPI,2025,April,4,Q2,Saturday,26,Weekend,High
2025-04-26 22:19:49,Food,Coffee,442.72,Expense,Cash,Kolkata,BookMyShow,Coffee payment via Cash,2025,April,4,Q2,Saturday,26,Weekend,Low
2025-04-26 22:19:49,Food,Snacks,915.21,Expense,Upi,Pune,Flipkart,Snacks payment via UPI,2025,April,4,Q2,Saturday,26,Weekend,Medium
2025-04-27 06:57:33,Food,Dining Out,741.37,Expense,Debit Card,Mumbai,Big Bazaar,Dining Out payment via Debit Card,2025,April,4,Q2,Sunday,27,Weekend,Medium
2025-04-27 14:35:01,Entertainment,Games,623.42,Expense,Credit Card,Bengaluru,BookMyShow,Games payment via Credit Card,2025,April,4,Q2,Sunday,27,Weekend,Medium
2025-04-27 16:05:46,Travel,Cab,6582.11,Expense,Net Banking,Pune,DMart,Cab payment via Net Banking,2025,April,4,Q2,Sunday,27,Weekend,High
2025-04-27 21:39:09,Travel,Flight,4193.33,Expense,Credit Card,Bengaluru,Flipkart,Flight payment via Credit Card,2025,April,4,Q2,Sunday,27,Weekend,High
2025-04-27 21:39:09,Education,Course,4785.74,Expense,Debit Card,Mumbai,Ola,Course payment via Debit Card,2025,April,4,Q2,Sunday,27,Weekend,High
2025-04-28 01:42:39,Health,Doctor,8844.93,Expense,Net Banking,Bengaluru,Swiggy,Doctor payment via Net Banking,2025,April,4,Q2,Monday,28,Weekday,High
2025-04-28 01:42:39,Travel,Bus,5834.67,Expense,Upi,Bengaluru,Flipkart,Bus payment via UPI,2025,April,4,Q2,Monday,28,Weekday,High
2025-04-28 15:33:31,Bills,Mobile Recharge,1120.99,Expense,Net Banking,Kolkata,BookMyShow,Mobile Recharge payment via Net Banking,2025,April,4,Q2,Monday,28,Weekday,Medium
2025-04-28 15:33:31,Salary,Monthly Salary,35060.04,Income,Upi,Bengaluru,BookMyShow,Monthly Salary payment via UPI,2025,April,4,Q2,Monday,28,Weekday,High
2025-04-28 16:07:14,Salary,Internship Stipend,55134.25,Income,Cash,Bengaluru,Flipkart,Internship Stipend payment via Cash,2025,April,4,Q2,Monday,28,Weekday,High
2025-04-28 18:32:09,Bills,Internet,2743.43,Expense,Credit Card,Bengaluru,Uber,Internet payment via Credit Card,2025,April,4,Q2,Monday,28,Weekday,Medium
2025-04-28 18:32:09,Travel,Bus,3318.35,Expense,Cash,Bengaluru,Big Bazaar,Bus payment via Cash,2025,April,4,Q2,Monday,28,Weekday,High
2025-04-29 00:09:18,Food,Snacks,1726.38,Expense,Cash,Pune,Amazon,Snacks payment via Cash,2025,April,4,Q2,Tuesday,29,Weekday,Medium
2025-04-29 00:54:59,Education,Exam Fee,7281.74,Expense,Credit Card,Mumbai,Uber,Exam Fee payment via Credit Card,2025,April,4,Q2,Tuesday,29,Weekday,High
2025-04-29 00:54:59,Savings,Emergency Fund,10301.74,Expense,Cash,Bengaluru,Uber,Emergency Fund payment via Cash,2025,April,4,Q2,Tuesday,29,Weekday,High
2025-04-29 20:49:16,Education,Course,13418.08,Expense,Cash,Pune,Uber,Course payment via Cash,2025,April,4,Q2,Tuesday,29,Weekday,High
2025-04-29 22:03:41,Food,Coffee,1184.72,Expense,Net Banking,Pune,BookMyShow,Coffee payment via Net Banking,2025,April,4,Q2,Tuesday,29,Weekday,Medium
2025-04-30 01:47:31,Savings,Investment,4409.64,Expense,Credit Card,Delhi,Apollo,Investment payment via Credit Card,2025,April,4,Q2,Wednesday,30,Weekday,High
2025-04-30 03:04:18,Shopping,Electronics,2824.91,Expense,Net Banking,Kolkata,Zomato,Electronics payment via Net Banking,2025,April,4,Q2,Wednesday,30,Weekday,Medium
2025-04-30 10:54:15,Travel,Flight,3728.37,Expense,Debit Card,Kolkata,Big Bazaar,Flight payment via Debit Card,2025,April,4,Q2,Wednesday,30,Weekday,High
2025-04-30 11:02:16,Food,Groceries,1600.61,Expense,Net Banking,Kolkata,Uber,Groceries payment via Net Banking,2025,April,4,Q2,Wednesday,30,Weekday,Medium
2025-04-30 11:02:16,Health,Gym,7957.06,Expense,Cash,Pune,Apollo,Gym payment via Cash,2025,April,4,Q2,Wednesday,30,Weekday,High
2025-04-30 11:02:16,Education,Exam Fee,12047.93,Expense,Cash,Mumbai,Big Bazaar,Exam Fee payment via Cash,2025,April,4,Q2,Wednesday,30,Weekday,High
2025-04-30 15:21:08,Health,Doctor,453.95,Expense,Net Banking,Kolkata,Amazon,Doctor payment via Net Banking,2025,April,4,Q2,Wednesday,30,Weekday,Low
2025-04-30 23:54:47,Education,Exam Fee,13694.42,Expense,Debit Card,Bengaluru,Zomato,Exam Fee payment via Debit Card,2025,April,4,Q2,Wednesday,30,Weekday,High
2025-05-01 01:38:24,Food,Coffee,1501.52,Expense,Net Banking,Bengaluru,Apollo,Coffee payment via Net Banking,2025,May,5,Q2,Thursday,1,Weekday,Medium
2025-05-01 14:59:18,Education,Course,6516.48,Expense,Upi,Pune,Big Bazaar,Course payment via UPI,2025,May,5,Q2,Thursday,1,Weekday,High
2025-05-01 14:59:18,Shopping,Clothes,6632.86,Expense,Credit Card,Kolkata,Ola,Clothes payment via Credit Card,2025,May,5,Q2,Thursday,1,Weekday,High
2025-05-01 14:59:18,Savings,Emergency Fund,2164.15,Expense,Upi,Kolkata,DMart,Emergency Fund payment via UPI,2025,May,5,Q2,Thursday,1,Weekday,Medium
2025-05-01 14:59:18,Food,Dining Out,284.92,Expense,Upi,Kolkata,Amazon,Dining Out payment via UPI,2025,May,5,Q2,Thursday,1,Weekday,Low
2025-05-01 20:02:19,Rent,House Rent,18712.84,Expense,Cash,Bengaluru,Zomato,House Rent payment via Cash,2025,May,5,Q2,Thursday,1,Weekday,High
2025-05-02 11:21:40,Travel,Cab,4811.88,Expense,Net Banking,Bengaluru,Uber,Cab payment via Net Banking,2025,May,5,Q2,Friday,2,Weekday,High
2025-05-02 12:35:46,Salary,Freelance,47304.18,Income,Debit Card,Delhi,Big Bazaar,Freelance payment via Debit Card,2025,May,5,Q2,Friday,2,Weekday,High
2025-05-02 15:54:59,Rent,House Rent,21932.8,Expense,Net Banking,Pune,Local Store,House Rent payment via Net Banking,2025,May,5,Q2,Friday,2,Weekday,High
2025-05-02 15:57:09,Education,Course,680.28,Expense,Net Banking,Mumbai,Apollo,Course payment via Net Banking,2025,May,5,Q2,Friday,2,Weekday,Medium
2025-05-02 15:57:09,Education,Stationery,7281.67,Expense,Credit Card,Delhi,Swiggy,Stationery payment via Credit Card,2025,May,5,Q2,Friday,2,Weekday,High
2025-05-02 15:57:09,Education,Course,1266.85,Expense,Upi,Mumbai,Amazon,Course payment via UPI,2025,May,5,Q2,Friday,2,Weekday,Medium
2025-05-02 19:34:01,Travel,Bus,5421.19,Expense,Upi,Kolkata,Uber,Bus payment via UPI,2025,May,5,Q2,Friday,2,Weekday,High
2025-05-02 19:34:01,Bills,Internet,3877.98,Expense,Cash,Mumbai,Local Store,Internet payment via Cash,2025,May,5,Q2,Friday,2,Weekday,High
2025-05-02 20:07:30,Salary,Internship Stipend,28209.07,Income,Cash,Kolkata,BookMyShow,Internship Stipend payment via Cash,2025,May,5,Q2,Friday,2,Weekday,High
2025-05-03 15:11:51,Entertainment,Games,4487.2,Expense,Upi,Bengaluru,Amazon,Games payment via UPI,2025,May,5,Q2,Saturday,3,Weekend,High
2025-05-03 15:11:51,Bills,Internet,1562.5,Expense,Credit Card,Mumbai,Swiggy,Internet payment via Credit Card,2025,May,5,Q2,Saturday,3,Weekend,Medium
2025-05-03 19:36:57,Shopping,Accessories,544.08,Expense,Debit Card,Bengaluru,Flipkart,Accessories payment via Debit Card,2025,May,5,Q2,Saturday,3,Weekend,Medium
2025-05-03 19:41:17,Savings,Fixed Deposit,4867.05,Expense,Debit Card,Pune,Zomato,Fixed Deposit payment via Debit Card,2025,May,5,Q2,Saturday,3,Weekend,High
2025-05-03 21:14:04,Shopping,Books,10048.49,Expense,Upi,Pune,BookMyShow,Books payment via UPI,2025,May,5,Q2,Saturday,3,Weekend,High
2025-05-03 21:14:04,Entertainment,Ott,1935.29,Expense,Net Banking,Kolkata,Ola,OTT payment via Net Banking,2025,May,5,Q2,Saturday,3,Weekend,Medium
2025-05-03 22:04:28,Shopping,Books,2021.81,Expense,Net Banking,Kolkata,DMart,Books payment via Net Banking,2025,May,5,Q2,Saturday,3,Weekend,Medium
2025-05-04 04:11:42,Education,Stationery,12706.59,Expense,Net Banking,Bengaluru,DMart,Stationery payment via Net Banking,2025,May,5,Q2,Sunday,4,Weekend,High
2025-05-04 04:11:42,Entertainment,Movies,3707.38,Expense,Credit Card,Mumbai,BookMyShow,Movies payment via Credit Card,2025,May,5,Q2,Sunday,4,Weekend,High
2025-05-04 04:14:50,Rent,Pg Rent,9456.39,Expense,Net Banking,Mumbai,Ola,PG Rent payment via Net Banking,2025,May,5,Q2,Sunday,4,Weekend,High
2025-05-04 17:05:27,Salary,Internship Stipend,20265.53,Income,Debit Card,Bengaluru,Big Bazaar,Internship Stipend payment via Debit Card,2025,May,5,Q2,Sunday,4,Weekend,High
2025-05-04 23:56:45,Education,Stationery,3398.81,Expense,Net Banking,Pune,Swiggy,Stationery payment via Net Banking,2025,May,5,Q2,Sunday,4,Weekend,High
2025-05-04 23:56:45,Food,Groceries,237.08,Expense,Debit Card,Mumbai,DMart,Groceries payment via Debit Card,2025,May,5,Q2,Sunday,4,Weekend,Low
2025-05-05 10:10:40,Rent,Pg Rent,23052.11,Expense,Debit Card,Bengaluru,DMart,PG Rent payment via Debit Card,2025,May,5,Q2,Monday,5,Weekday,High
2025-05-05 20:51:18,Rent,House Rent,12299.32,Expense,Credit Card,Kolkata,Local Store,House Rent payment via Credit Card,2025,May,5,Q2,Monday,5,Weekday,High
2025-05-06 13:31:20,Bills,Electricity,360.43,Expense,Debit Card,Kolkata,Uber,Electricity payment via Debit Card,2025,May,5,Q2,Tuesday,6,Weekday,Low
2025-05-06 20:30:03,Entertainment,Ott,1414.55,Expense,Cash,Kolkata,Amazon,OTT payment via Cash,2025,May,5,Q2,Tuesday,6,Weekday,Medium
2025-05-07 00:51:04,Rent,Hostel Rent,6302.36,Expense,Debit Card,Kolkata,DMart,Hostel Rent payment via Debit Card,2025,May,5,Q2,Wednesday,7,Weekday,High
2025-05-07 10:13:57,Education,Stationery,10855.95,Expense,Cash,Kolkata,DMart,Stationery payment via Cash,2025,May,5,Q2,Wednesday,7,Weekday,High
2025-05-07 10:13:57,Shopping,Accessories,9531.78,Expense,Debit Card,Kolkata,Uber,Accessories payment via Debit Card,2025,May,5,Q2,Wednesday,7,Weekday,High
2025-05-07 16:34:57,Health,Medicine,7392.22,Expense,Upi,Delhi,BookMyShow,Medicine payment via UPI,2025,May,5,Q2,Wednesday,7,Weekday,High
2025-05-07 16:34:57,Shopping,Books,11964.31,Expense,Credit Card,Delhi,Zomato,Books payment via Credit Card,2025,May,5,Q2,Wednesday,7,Weekday,High
2025-05-07 20:10:14,Entertainment,Movies,1585.78,Expense,Cash,Bengaluru,Flipkart,Movies payment via Cash,2025,May,5,Q2,Wednesday,7,Weekday,Medium
2025-05-07 20:10:14,Food,Snacks,1213.35,Expense,Cash,Delhi,Big Bazaar,Snacks payment via Cash,2025,May,5,Q2,Wednesday,7,Weekday,Medium
2025-05-07 23:25:23,Bills,Water,3605.31,Expense,Credit Card,Mumbai,Local Store,Water payment via Credit Card,2025,May,5,Q2,Wednesday,7,Weekday,High
